uhn	draft	vote	urban	gender	age	party
15004	"CRC draft"	"Vote against"	"Rural"	"Male"	56	"ccm"
15005	"Don't Know"	"Not sure"	"Rural"	"Female"	46	"ccm"
15007	"Final draft"	"Not sure"	"Rural"	"Female"	40	"ccm"
15008	"Final draft"	"I am not going to vote"	"Rural"	"Female"	80	
15009	"Final draft"	"Not sure"	"Rural"	"Male"	49	
15103	"Final draft"	"Vote for"	"Rural"	"Male"	72	"ccm"
15104	"Final draft"	"Vote against"	"Rural"	"Male"	38	"chadema"
15105	"Final draft"	"Vote for"	"Rural"	"Male"	40	"chadema"
15106	"CRC draft"	"I am not going to vote"	"Rural"	"Female"	59	"ccm"
15107	"Final draft"	"Vote for"	"Rural"	"Male"	49	"chadema"
15109	"Final draft"	"Vote for"	"Rural"	"Male"	56	"ccm"
15110	"None"	"I am not going to vote"	"Rural"	"Female"	43	"ccm"
15202	"Final draft"	"Vote for"	"Urban"	"Female"	36	"chadema"
15205	"CRC draft"	"Vote for"	"Urban"	"Male"	33	" none"
15206	"CRC draft"	"Vote against"	"Urban"	"Male"	41	"ccm"
15207	"Final draft"	"Vote for"	"Urban"	"Female"	43	"ccm"
15208	"Final draft"	"Vote for"	"Urban"	"Male"	56	"cuf"
15209	"CRC draft"	"Vote for"	"Urban"	"Female"	44	"chadema"
15210	"CRC draft"	"Vote for"	"Urban"	"Male"	78	"ccm"
15211	"CRC draft"	"Vote against"	"Urban"	"Female"	30	" none"
15301	"CRC draft"	"Vote against"	"Rural"	"Male"	79	"ccm"
15303	"Final draft"	"Vote for"	"Rural"	"Female"	24	
15304	"Final draft"	"Vote for"	"Rural"	"Male"	32	"ccm"
15306	"CRC draft"	"Vote against"	"Rural"	"Male"	52	"chadema"
15308	"CRC draft"	"Vote against"	"Rural"	"Male"	45	" none"
15309	"Final draft"	"Vote against"	"Rural"	"Male"	30	
15401	"Final draft"	"Vote against"	"Rural"	"Male"	35	
15403	"Don't Know"	"Not sure"	"Rural"	"Male"	27	"chadema"
15404	"CRC draft"	"Vote for"	"Rural"	"Male"	22	"ccm"
15405	"CRC draft"	"Vote against"	"Rural"	"Male"	28	"chadema"
15406	"Don't Know"	"I am not going to vote"	"Rural"	"Female"	27	" none"
15408	"CRC draft"	"Vote for"	"Rural"	"Female"	54	
15501	"CRC draft"	"Vote against"	"Rural"	"Male"	34	"ccm"
15502	"None"	"Not sure"	"Rural"	"Female"	26	"chadema"
15503	"CRC draft"	"Vote against"	"Rural"	"Female"	31	
15504	"Final draft"	"Vote against"	"Rural"	"Male"	43	"ccm"
15507	"CRC draft"	"Vote against"	"Rural"	"Male"	69	"ccm"
15508	"CRC draft"	"Vote against"	"Rural"	"Male"	27	"chadema"
15509	"CRC draft"	"Vote against"	"Rural"	"Male"	28	"ccm"
15510	"Refused to Answer"	"Don't Know"	"Rural"	"Female"	45	"ccm"
15601	"CRC draft"	"Vote for"	"Rural"	"Male"	29	"nccr-mag"
15604	"Final draft"	"Vote for"	"Rural"	"Male"	35	"ccm"
15605	"CRC draft"	"Vote against"	"Rural"	"Male"	42	"ccm"
15607	"CRC draft"	"Vote against"	"Rural"	"Male"	25	"tlp"
15609	"Final draft"	"I am not going to vote"	"Rural"	"Male"	39	"ccm"
15610	"Final draft"	"Vote for"	"Rural"	"Female"	53	
15701	"CRC draft"	"Vote for"	"Rural"	"Male"	37	"chadema"
15704	"Final draft"	"Don't Know"	"Rural"	"Female"	40	"ccm"
15708	"CRC draft"	"Vote against"	"Rural"	"Female"	26	"ccm"
15710	"CRC draft"	"Vote against"	"Rural"	"Male"	47	"chadema"
15802	"Final draft"	"Vote for"	"Rural"	"Male"	70	
15804	"Final draft"	"Vote against"	"Rural"	"Male"	22	"ccm"
15805	"CRC draft"	"Vote against"	"Rural"	"Male"	30	"ccm"
15807	"Don't Know"	"Vote for"	"Rural"	"Male"	72	"chadema"
15808	"Final draft"	"I am not going to vote"	"Rural"	"Male"	43	"ccm"
15809	"CRC draft"	"I am not going to vote"	"Rural"	"Male"	38	"ccm"
15810	"CRC draft"	"Vote against"	"Rural"	"Male"	27	"chadema"
15812	"CRC draft"	"Vote for"	"Rural"	"Male"	32	" none"
15901	"Final draft"	"I am not going to vote"	"Urban"	"Female"	44	"ccm"
15902	"Final draft"	"I am not going to vote"	"Urban"	"Female"	22	"ccm"
15903	"Final draft"	"Vote for"	"Urban"	"Male"	55	"ccm"
15904	"Final draft"	"Vote against"	"Urban"	"Female"	34	"chadema"
15905	"CRC draft"	"Vote against"	"Urban"	"Male"	18	"ccm"
15906	"Final draft"	"Vote for"	"Urban"	"Female"	60	"ccm"
15907	"Final draft"	"I am not going to vote"	"Urban"	"Male"	21	"chadema"
15908	"CRC draft"	"I am not going to vote"	"Urban"	"Male"	19	"i don't"
15909	"CRC draft"	"Vote for"	"Urban"	"Female"	29	"chadema"
15910	"CRC draft"	"Vote for"	"Urban"	"Female"	34	"chadema"
16001	"Final draft"	"Vote for"	"Urban"	"Female"	45	
16002	"Final draft"	"I am not going to vote"	"Urban"	"Male"	32	" none"
16003	"CRC draft"	"Vote for"	"Urban"	"Female"	60	
16004	"Final draft"	"I am not going to vote"	"Urban"	"Male"	40	"ccm"
16005	"Final draft"	"Vote for"	"Urban"	"Female"	28	"ccm"
16007	"Don't Know"	"Vote against"	"Urban"	"Male"	32	" none"
16009	"Don't Know"	"Vote for"	"Urban"	"Male"	26	
16010	"Final draft"	"Vote for"	"Urban"	"Female"	32	
16101	"Final draft"	"Vote against"	"Rural"	"Male"	40	" refused"
16102	"Final draft"	"Vote for"	"Rural"	"Male"	43	"ccm"
16103	"Don't Know"	"Vote for"	"Rural"	"Female"	30	"cuf"
16104	"Final draft"	"Vote for"	"Rural"	"Male"	49	
16105	"CRC draft"	"Don't Know"	"Rural"	"Male"	67	"chadema"
16106	"Final draft"	"I am not going to vote"	"Rural"	"Male"	55	"chadema"
16109	"CRC draft"	"Vote for"	"Rural"	"Female"	22	"ccm"
16110	"Final draft"	"Vote for"	"Rural"	"Male"	25	"ccm"
16203	"Final draft"	"Vote for"	"Rural"	"Male"	49	
16204	"Don't Know"	"I am not going to vote"	"Rural"	"Male"	28	" none"
16205	"None"	"I am not going to vote"	"Rural"	"Female"	38	"udp"
16206	"Don't Know"	"Vote against"	"Rural"	"Female"	36	
16210	"Final draft"	"Not sure"	"Rural"	"Female"	26	" none"
16302	"Don't Know"	"Vote against"	"Rural"	"Male"	25	"ccm"
16304	"CRC draft"	"Vote for"	"Rural"	"Male"	39	"chadema"
16307	"CRC draft"	"Vote for"	"Rural"	"Female"	28	
16310	"CRC draft"	"Vote for"	"Rural"	"Male"	38	"chadema"
16401	"CRC draft"	"Vote for"	"Rural"	"Male"	52	"ccm"
16405	"Final draft"	"Vote for"	"Rural"	"Male"	20	"chadema"
16406	"CRC draft"	"Vote against"	"Rural"	"Female"	53	"chadema"
16408	"Don't Know"	"Not sure"	"Rural"	"Male"	30	"cuf"
16409	"CRC draft"	"Vote against"	"Rural"	"Female"	54	" none"
16411	"Don't Know"	"Vote for"	"Rural"	"Female"	48	"ccm"
16412	"None"	"Not sure"	"Rural"	"Female"	30	"ccm"
16501	"Final draft"	"Vote for"	"Rural"	"Female"	19	
16502	"CRC draft"	"I am not going to vote"	"Rural"	"Male"	20	"ccm"
16503	"CRC draft"	"Vote against"	"Rural"	"Male"	37	" refused"
16504	"CRC draft"	"Vote against"	"Rural"	"Male"	56	
16505	"Final draft"	"Vote against"	"Rural"	"Female"	32	"chadema"
16506	"Final draft"	"I am not going to vote"	"Rural"	"Male"	58	
16507	"Final draft"	"Vote for"	"Rural"	"Male"	48	"ccm"
16508	"Final draft"	"Vote for"	"Rural"	"Male"	39	"chadema"
16509	"Final draft"	"Vote for"	"Rural"	"Male"	29	"chadema"
16510	"CRC draft"	"Vote for"	"Rural"	"Male"	40	"ccm"
16601	"CRC draft"	"Vote against"	"Urban"	"Male"	20	"ccm"
16602	"CRC draft"	"Not sure"	"Urban"	"Female"	31	"ccm"
16603	"CRC draft"	"Vote for"	"Urban"	"Female"	46	" none"
16604	"CRC draft"	"Vote for"	"Urban"	"Female"	48	"ccm"
16605	"Don't Know"	"I am not going to vote"	"Urban"	"Male"	40	"ccm"
16606	"CRC draft"	"Vote for"	"Urban"	"Female"	20	"i don't"
16607	"CRC draft"	"Vote for"	"Urban"	"Female"	18	
16608	"CRC draft"	"Vote for"	"Urban"	"Male"	50	" none"
16609	"Final draft"	"Vote for"	"Urban"	"Male"	51	"ccm"
16610	"Don't Know"	"Vote against"	"Urban"	"Female"	38	"ccm"
16703	"None"	"Vote for"	"Urban"	"Female"	23	"ccm"
16704	"CRC draft"	"Vote for"	"Urban"	"Male"	41	"ccm"
16705	"CRC draft"	"Vote for"	"Urban"	"Male"	42	
16708	"Final draft"	"Not sure"	"Urban"	"Male"	59	" none"
16709	"CRC draft"	"Vote against"	"Urban"	"Female"	37	"ccm"
16710	"Final draft"	"Vote against"	"Urban"	"Male"	28	"chadema"
16801	"None"	"I am not going to vote"	"Rural"	"Male"	70	"ccm"
16804	"Don't Know"	"Not sure"	"Rural"	"Male"	80	" none"
16807	"Final draft"	"Vote for"	"Rural"	"Male"	23	" none"
16808	"Don't Know"	"Vote against"	"Rural"	"Male"	50	"ccm"
16811	"Final draft"	"Vote for"	"Rural"	"Male"	38	"ccm"
16812	"Don't Know"	"Vote against"	"Rural"	"Male"	50	"ccm"
16901	"Don't Know"	"Vote against"	"Rural"	"Male"	26	" none"
16903	"CRC draft"	"Vote for"	"Rural"	"Male"	26	" none"
16905	"Final draft"	"Vote against"	"Rural"	"Male"	51	"ccm"
16906	"None"	"I am not going to vote"	"Rural"	"Female"	27	"ccm"
16907	"CRC draft"	"Vote for"	"Rural"	"Male"	36	"chadema"
16908	"Final draft"	"Vote for"	"Rural"	"Male"	45	
16909	"CRC draft"	"Vote against"	"Rural"	"Male"	35	" refused"
16912	"Don't Know"	"I am not going to vote"	"Rural"	"Male"	42	"ccm"
17001	"CRC draft"	"Vote for"	"Rural"	"Male"	58	"ccm"
17002	"CRC draft"	"Vote for"	"Rural"	"Male"	38	
17003	"None"	"I am not going to vote"	"Rural"	"Male"	32	
17004	"CRC draft"	"Vote for"	"Rural"	"Male"	34	"chadema"
17005	"CRC draft"	"Vote against"	"Rural"	"Male"	28	
17006	"Final draft"	"Vote against"	"Rural"	"Male"	48	"cuf"
17008	"CRC draft"	"Don't Know"	"Rural"	"Female"	24	"nccr-mag"
17010	"Final draft"	"Not sure"	"Rural"	"Male"	52	
17101	"Don't Know"	"I am not going to vote"	"Urban"	"Female"	28	"chadema"
17102	"Final draft"	"Vote for"	"Urban"	"Female"	34	
17104	"Don't Know"	"I am not going to vote"	"Urban"	"Male"	44	"chadema"
17105	"CRC draft"	"Vote against"	"Urban"	"Male"	28	"ccm"
17106	"CRC draft"	"Vote against"	"Urban"	"Female"	30	"ccm"
17108	"None"	"Vote for"	"Urban"	"Male"	22	"ccm"
17112	"CRC draft"	"Not sure"	"Urban"	"Female"	31	"ccm"
17201	"Final draft"	"Not sure"	"Rural"	"Female"	22	
17202	"Don't Know"	"Not sure"	"Rural"	"Male"	22	"chadema"
17204	"CRC draft"	"Vote against"	"Rural"	"Female"	27	
17205	"CRC draft"	"Vote against"	"Rural"	"Female"	50	"chadema"
17207	"Don't Know"	"Vote for"	"Rural"	"Male"	31	
17208	"None"	"Vote against"	"Rural"	"Male"	44	"ccm"
17209	"Final draft"	"Vote against"	"Rural"	"Female"	36	"chadema"
17301	"CRC draft"	"Vote against"	"Urban"	"Male"	66	"ccm"
17303	"Final draft"	"Vote for"	"Urban"	"Male"	27	"chadema"
17304	"CRC draft"	"Vote for"	"Urban"	"Female"	36	" none"
17306	"CRC draft"	"Vote against"	"Urban"	"Female"	22	"chadema"
17307	"Final draft"	"Vote for"	"Urban"	"Female"	65	"ccm"
17308	"Final draft"	"Vote for"	"Urban"	"Male"	25	"chadema"
17310	"Don't Know"	"Vote for"	"Urban"	"Male"	80	
17401	"CRC draft"	"Vote against"	"Rural"	"Female"	45	"ccm"
17402	"Don't Know"	"Don't Know"	"Rural"	"Male"	39	"ccm"
17403	"Final draft"	"Vote for"	"Rural"	"Male"	30	" none"
17404	"CRC draft"	"Vote against"	"Rural"	"Female"	30	"udp"
17405	"None"	"I am not going to vote"	"Rural"	"Male"	32	" none"
17406	"CRC draft"	"Vote against"	"Rural"	"Male"	41	"ccm"
17407	"CRC draft"	"Vote against"	"Rural"	"Male"	39	"ccm"
17408	"Final draft"	"I am not going to vote"	"Rural"	"Male"	41	"ccm"
17410	"Final draft"	"Vote for"	"Rural"	"Female"	35	"chadema"
17501	"CRC draft"	"I am not going to vote"	"Rural"	"Female"	22	
17502	"Final draft"	"Don't Know"	"Rural"	"Male"	27	
17504	"CRC draft"	"Vote against"	"Rural"	"Female"	36	"nccr-mag"
17505	"Final draft"	"Vote for"	"Rural"	"Female"	44	
17506	"CRC draft"	"Vote for"	"Rural"	"Female"	34	"ccm"
17507	"CRC draft"	"Vote against"	"Rural"	"Male"	47	"chadema"
17509	"Don't Know"	"I am not going to vote"	"Rural"	"Male"	40	
17510	"CRC draft"	"Vote against"	"Rural"	"Male"	36	"chadema"
17603	"CRC draft"	"Vote against"	"Rural"	"Female"	45	"ccm"
17604	"Final draft"	"Vote for"	"Rural"	"Male"	53	"ccm"
17701	"Final draft"	"Vote against"	"Rural"	"Male"	28	"chadema"
17702	"CRC draft"	"Vote for"	"Rural"	"Male"	38	"chadema"
17704	"Final draft"	"Vote for"	"Rural"	"Male"	23	
17705	"CRC draft"	"Not sure"	"Rural"	"Male"	40	"chadema"
17706	"Final draft"	"Don't Know"	"Rural"	"Male"	27	"ccm"
17710	"CRC draft"	"Not sure"	"Rural"	"Male"	32	"ccm"
17712	"CRC draft"	"Vote for"	"Rural"	"Female"	30	"ccm"
17805	"Final draft"	"Vote against"	"Rural"	"Male"	31	"chadema"
17806	"Final draft"	"Vote for"	"Rural"	"Male"	45	"chadema"
17807	"Don't Know"	"Vote for"	"Rural"	"Male"	33	"ccm"
17809	"Final draft"	"Vote for"	"Rural"	"Male"	26	
17902	"Final draft"	"Vote for"	"Rural"	"Male"	38	"ccm"
17903	"CRC draft"	"Vote against"	"Rural"	"Male"	30	"ccm"
17905	"CRC draft"	"Vote against"	"Rural"	"Male"	30	"chadema"
17906	"CRC draft"	"Vote for"	"Rural"	"Female"	36	"ccm"
17907	"CRC draft"	"Vote against"	"Rural"	"Male"	42	" none"
17908	"CRC draft"	"Vote for"	"Rural"	"Male"	48	"chadema"
17909	"Final draft"	"Vote for"	"Rural"	"Female"	38	"ccm"
18001	"CRC draft"	"Don't Know"	"Rural"	"Female"	49	"ccm"
18007	"Final draft"	"Vote against"	"Rural"	"Male"	48	"ccm"
18010	"CRC draft"	"Don't Know"	"Rural"	"Male"	22	"chadema"
18011	"Final draft"	"Vote for"	"Rural"	"Male"	32	"ccm"
18201	"Final draft"	"Vote for"	"Rural"	"Male"	30	"ccm"
18202	"Final draft"	"Vote for"	"Rural"	"Male"	32	"ccm"
18203	"Don't Know"	"Vote for"	"Rural"	"Male"	28	
18204	"Final draft"	"Vote for"	"Rural"	"Male"	35	"ccm"
18206	"Don't Know"	"Vote for"	"Rural"	"Male"	30	"chadema"
18207	"Don't Know"	"Vote against"	"Rural"	"Male"	57	"ccm"
18208	"CRC draft"	"Vote for"	"Rural"	"Male"	35	"ccm"
18210	"Final draft"	"Vote for"	"Rural"	"Male"	40	"ccm"
18301	"Final draft"	"Vote for"	"Rural"	"Male"	48	"chadema"
18302	"Don't Know"	"I am not going to vote"	"Rural"	"Male"	63	"ccm"
18303	"Don't Know"	"Vote for"	"Rural"	"Female"	25	"ccm"
18305	"Don't Know"	"Vote for"	"Rural"	"Female"	34	"ccm"
18306	"Final draft"	"Vote for"	"Rural"	"Male"	41	"ccm"
18307	"CRC draft"	"Vote for"	"Rural"	"Female"	30	"chadema"
18308	"Final draft"	"I am not going to vote"	"Rural"	"Male"	44	"ccm"
18309	"Final draft"	"Vote for"	"Rural"	"Female"	26	"ccm"
18310	"CRC draft"	"Vote against"	"Rural"	"Male"	34	" refused"
18311	"Final draft"	"Not sure"	"Rural"	"Male"	64	"ccm"
18401	"CRC draft"	"Vote for"	"Rural"	"Male"	61	"ccm"
18403	"Don't Know"	"Not sure"	"Rural"	"Male"	39	"ccm"
18404	"CRC draft"	"I am not going to vote"	"Rural"	"Male"	38	"ccm"
18405	"CRC draft"	"Vote for"	"Rural"	"Male"	32	"chadema"
18406	"Don't Know"	"Not sure"	"Rural"	"Female"	37	"ccm"
18407	"CRC draft"	"Vote for"	"Rural"	"Male"	29	"ccm"
18409	"Final draft"	"Vote against"	"Rural"	"Male"	42	" none"
18410	"CRC draft"	"Vote for"	"Rural"	"Female"	37	"ccm"
18501	"CRC draft"	"Vote for"	"Urban"	"Male"	39	
18502	"CRC draft"	"Vote for"	"Urban"	"Female"	27	"ccm"
18503	"Final draft"	"Vote for"	"Urban"	"Male"	31	"ccm"
18504	"Don't Know"	"Not sure"	"Urban"	"Female"	24	"cuf"
18505	"CRC draft"	"Vote against"	"Urban"	"Female"	28	"ccm"
18506	"Final draft"	"Vote for"	"Urban"	"Female"	35	"ccm"
18507	"CRC draft"	"Vote for"	"Urban"	"Male"	47	"ccm"
18508	"Final draft"	"Vote for"	"Urban"	"Female"	23	"cuf"
18510	"Final draft"	"Vote for"	"Urban"	"Male"	56	"chadema"
18511	"CRC draft"	"Vote for"	"Urban"	"Male"	31	"chadema"
18601	"Final draft"	"Vote for"	"Urban"	"Male"	42	"chadema"
18603	"Final draft"	"Vote for"	"Urban"	"Male"	68	"chadema"
18607	"CRC draft"	"Vote for"	"Urban"	"Female"	26	
18608	"Final draft"	"Vote for"	"Urban"	"Male"	30	
18610	"Final draft"	"Vote for"	"Urban"	"Female"	30	
18701	"CRC draft"	"Vote for"	"Rural"	"Female"	22	"ccm"
18702	"Don't Know"	"Not sure"	"Rural"	"Male"	53	"ccm"
18703	"Don't Know"	"Not sure"	"Rural"	"Male"	39	"ccm"
18704	"CRC draft"	"Vote for"	"Rural"	"Female"	28	"chadema"
18705	"CRC draft"	"Vote against"	"Rural"	"Male"	50	"chadema"
18706	"Don't Know"	"Vote for"	"Rural"	"Male"	31	"chadema"
18707	"None"	"I am not going to vote"	"Rural"	"Female"	32	"ccm"
18709	"Don't Know"	"Don't Know"	"Rural"	"Male"	38	"ccm"
18710	"Final draft"	"I am not going to vote"	"Rural"	"Female"	43	"ccm"
18801	"CRC draft"	"Vote against"	"Rural"	"Male"	36	"chadema"
18803	"Final draft"	"Vote for"	"Rural"	"Male"	32	"chadema"
18804	"CRC draft"	"I am not going to vote"	"Rural"	"Male"	55	"ccm"
18806	"None"	"Vote for"	"Rural"	"Male"	37	"ccm"
18807	"Final draft"	"I am not going to vote"	"Rural"	"Male"	60	"ccm"
18808	"CRC draft"	"Vote for"	"Rural"	"Male"	34	"chadema"
18810	"Final draft"	"Vote for"	"Rural"	"Female"	18	
18904	"Final draft"	"I am not going to vote"	"Rural"	"Female"	50	"ccm"
18907	"CRC draft"	"Vote for"	"Rural"	"Male"	40	
18909	"Final draft"	"I am not going to vote"	"Rural"	"Male"	27	"chadema"
18910	"Don't Know"	"Vote for"	"Rural"	"Male"	42	"chadema"
18911	"CRC draft"	"Vote for"	"Rural"	"Female"	26	
19003	"Final draft"	"Vote for"	"Rural"	"Male"	22	"ccm"
19004	"Don't Know"	"Vote for"	"Rural"	"Female"	22	" none"
19006	"Final draft"	"Vote for"	"Rural"	"Male"	46	" none"
19007	"CRC draft"	"Vote for"	"Rural"	"Male"	45	
19008	"Final draft"	"Vote for"	"Rural"	"Male"	38	"ccm"
19009	"Final draft"	"Vote for"	"Rural"	"Male"	48	"ccm"
19101	"None"	"Not sure"	"Rural"	"Female"	36	
19102	"Final draft"	"Vote for"	"Rural"	"Female"	40	"ccm"
19103	"None"	"Vote against"	"Rural"	"Male"	38	"ccm"
19104	"CRC draft"	"Vote against"	"Rural"	"Female"	32	"ccm"
19105	"CRC draft"	"Not sure"	"Rural"	"Male"	47	"nccr-mag"
19106	"Final draft"	"Not sure"	"Rural"	"Female"	29	
19109	"Final draft"	"Vote against"	"Rural"	"Male"	53	"chadema"
19110	"CRC draft"	"Vote for"	"Rural"	"Female"	19	" none"
19201	"CRC draft"	"Vote against"	"Rural"	"Female"	31	
19202	"Don't Know"	"Don't Know"	"Rural"	"Male"	55	
19206	"Don't Know"	"Don't Know"	"Rural"	"Male"	46	"ccm"
19207	"CRC draft"	"Vote against"	"Rural"	"Female"	31	
19209	"CRC draft"	"Vote for"	"Rural"	"Male"	30	
19301	"Final draft"	"Not sure"	"Rural"	"Male"	30	"i don't"
19305	"Final draft"	"Vote for"	"Rural"	"Female"	21	
19306	"Final draft"	"Not sure"	"Rural"	"Male"	34	"chadema"
19308	"Don't Know"	"Not sure"	"Rural"	"Male"	22	"chadema"
19401	"Don't Know"	"Not sure"	"Rural"	"Male"	40	"chadema"
19403	"CRC draft"	"Vote for"	"Rural"	"Male"	72	"chadema"
19404	"None"	"Not sure"	"Rural"	"Male"	45	"chadema"
19405	"Final draft"	"Vote for"	"Rural"	"Female"	48	"ccm"
19406	"CRC draft"	"Not sure"	"Rural"	"Male"	73	"chadema"
19409	"Final draft"	"Vote for"	"Rural"	"Male"	55	"ccm"
19411	"CRC draft"	"Vote for"	"Rural"	"Male"	24	"chadema"
19501	"CRC draft"	"Vote against"	"Urban"	"Female"	40	"ccm"
19503	"CRC draft"	"Vote against"	"Urban"	"Male"	18	"ccm"
19504	"Final draft"	"Vote for"	"Urban"	"Male"	62	"ccm"
19505	"Don't Know"	"Vote against"	"Urban"	"Male"	63	"chadema"
19506	"Final draft"	"I am not going to vote"	"Urban"	"Male"	38	"ccm"
19507	"Final draft"	"Vote for"	"Urban"	"Female"	45	"cuf"
19508	"CRC draft"	"Vote for"	"Urban"	"Male"	70	"ccm"
19602	"Don't Know"	"Not sure"	"Rural"	"Male"	34	"chadema"
19603	"Don't Know"	"Not sure"	"Rural"	"Male"	54	
19604	"Final draft"	"Vote against"	"Rural"	"Male"	52	"chadema"
19605	"CRC draft"	"Vote for"	"Rural"	"Male"	52	
19607	"CRC draft"	"Vote for"	"Rural"	"Female"	44	"ccm"
19609	"Final draft"	"Vote for"	"Rural"	"Male"	40	
19701	"Don't Know"	"Not sure"	"Rural"	"Female"	47	"ccm"
19702	"CRC draft"	"Vote against"	"Rural"	"Female"	40	"chadema"
19704	"CRC draft"	"Vote for"	"Rural"	"Male"	32	"ccm"
19705	"CRC draft"	"Vote against"	"Rural"	"Female"	27	"ccm"
19707	"Don't Know"	"Not sure"	"Rural"	"Male"	70	"ccm"
19708	"Final draft"	"Vote for"	"Rural"	"Male"	39	"ccm"
19709	"None"	"I am not going to vote"	"Rural"	"Male"	52	"ccm"
19710	"Final draft"	"I am not going to vote"	"Rural"	"Male"	32	"ccm"
19802	"Final draft"	"Not sure"	"Rural"	"Male"	22	"ccm"
19803	"Final draft"	"Vote for"	"Rural"	"Male"	38	"chadema"
19804	"None"	"Vote against"	"Rural"	"Male"	28	"ccm"
19806	"Final draft"	"Vote for"	"Rural"	"Male"	30	
19809	"Don't Know"	"Not sure"	"Rural"	"Male"	26	" none"
19810	"None"	"Vote for"	"Rural"	"Male"	36	"ccm"
19902	"None"	"I am not going to vote"	"Rural"	"Male"	36	"chadema"
19903	"CRC draft"	"Vote for"	"Rural"	"Female"	40	"ccm"
19904	"CRC draft"	"I am not going to vote"	"Rural"	"Male"	33	
19905	"CRC draft"	"Don't Know"	"Rural"	"Female"	19	"chadema"
19906	"CRC draft"	"Vote for"	"Rural"	"Female"	30	
19908	"Final draft"	"Vote for"	"Rural"	"Female"	49	
19909	"Final draft"	"Vote for"	"Rural"	"Female"	32	"chadema"
19910	"Final draft"	"Vote against"	"Rural"	"Male"	48	"ccm"
19911	"CRC draft"	"Vote against"	"Rural"	"Female"	44	"ccm"
20001	"Don't Know"	"Vote for"	"Urban"	"Female"	26	" refused"
20007	"None"	"I am not going to vote"	"Urban"	"Male"	35	"cuf"
20008	"Final draft"	"Vote for"	"Urban"	"Female"	43	"chadema"
20009	"Don't Know"	"Not sure"	"Urban"	"Male"	30	"chadema"
20011	"Final draft"	"Vote against"	"Urban"	"Male"	26	"ccm"
20012	"CRC draft"	"Vote against"	"Urban"	"Female"	32	"ccm"
